fuel_type,body_type,km_driven,city,brand,transmission_type,no_of_owner,seats,manufacture_year,registration_year,model_year,price
Petrol,Hatchback,50000,jaipur,Tata,Manual,1,4,2016,2016,2016,142000.0
Petrol,SUV,70000,jaipur,Mahindra,Manual,1,6,2016,2016,2016,300000.0
Petrol,Hatchback,40000,jaipur,Maruti,Manual,1,5,2021,2021,2021,650000.0
Petrol,Hatchback,120000,jaipur,Maruti,Manual,3,5,2006,2006,2006,150000.0
Petrol,Sedan,60000,jaipur,Tata,Manual,2,5,2019,2019,2019,500000.0
Petrol,Hatchback,150000,jaipur,Maruti,Automatic,4,5,2010,2010,2010,150000.0
Diesel,Sedan,90000,jaipur,Tata,Manual,2,5,2011,2011,2011,161000.0
Petrol,SUV,10000,jaipur,Honda,Manual,2,5,2023,2023,2023,1000000.0
Petrol,Hatchback,50000,jaipur,Tata,Manual,1,5,2020,2020,2020,520000.0
Diesel,SUV,90000,jaipur,Mahindra,Manual,2,7,2016,2016,2016,725000.0
Petrol,MUV,30000,jaipur,Renault,Manual,1,7,2021,2021,2021,750000.0
Petrol,Hatchback,40000,jaipur,Maruti,Manual,1,5,2013,2013,2013,250000.0
Diesel,SUV,150000,jaipur,Renault,Manual,1,5,2013,2013,2013,350000.0
Lpg,Hatchback,120000,jaipur,Hyundai,Manual,1,5,2017,2017,2017,400000.0
Petrol,Hatchback,100000,jaipur,Maruti,Manual,3,5,2012,2012,2012,150000.0
Diesel,Sedan,90000,jaipur,Maruti,Manual,1,5,2016,2016,2016,459999.99999999994
Petrol,Hatchback,70000,jaipur,Maruti,Manual,4,4,2004,2004,2004,40000.0
Diesel,Sedan,150000,jaipur,Chevrolet,Manual,1,5,2017,2017,2017,425000.0
Petrol,Hatchback,120000,jaipur,Maruti,Manual,2,5,2005,2005,2005,100000.0
Petrol,Hatchback,60000,jaipur,Maruti,Manual,1,5,2019,2019,2019,650000.0
Diesel,MUV,100000,jaipur,Maruti,Manual,2,7,2017,2017,2017,750000.0
Petrol,Hatchback,10000,jaipur,Maruti,Manual,1,5,2022,2022,2022,455999.99999999994
Diesel,SUV,120000,jaipur,Renault,Manual,1,5,2013,2013,2013,350000.0
Diesel,Sedan,150000,jaipur,Maruti,Manual,1,5,2015,2015,2015,375000.0
Diesel,SUV,120000,jaipur,Mahindra,Manual,2,9,2005,2005,2005,305000.0
Diesel,Sedan,150000,jaipur,Hyundai,Manual,2,5,2012,2012,2012,400000.0
Diesel,Sedan,150000,jaipur,Honda,Manual,1,5,2016,2016,2016,400000.0
Petrol,Hatchback,120000,jaipur,Hyundai,Manual,2,5,2017,2017,2017,229999.99999999997
Petrol,Hatchback,20000,jaipur,Tata,Manual,2,5,2021,2021,2021,725000.0
Diesel,MUV,100000,jaipur,Toyota,Manual,2,7,2009,2009,2009,425000.0
Petrol,Sedan,30000,jaipur,Volkswagen,Manual,1,5,2014,2014,2014,450000.0
Diesel,Hatchback,120000,jaipur,Nissan,Manual,2,5,2016,2016,2016,300000.0
Petrol,Hatchback,90000,jaipur,Chevrolet,Manual,3,5,2011,2011,2011,160000.0
Petrol,Hatchback,10000,jaipur,Maruti,Manual,1,5,2023,2023,2023,640000.0
Petrol,Sedan,30000,jaipur,Hyundai,Manual,1,5,2021,2021,2021,675000.0
Diesel,SUV,150000,jaipur,Renault,Manual,1,5,2012,2012,2012,300000.0
Petrol,Hatchback,40000,jaipur,Maruti,Manual,2,5,2015,2015,2015,250000.0
Diesel,Sedan,120000,jaipur,Tata,Manual,3,5,2017,2017,2017,450000.0
Petrol,Hatchback,60000,jaipur,Hyundai,Manual,1,5,2017,2017,2017,260000.0
Petrol,Hatchback,10000,jaipur,Hyundai,Manual,1,5,2023,2023,2023,850000.0
Diesel,SUV,150000,jaipur,Ford,Manual,1,5,2014,2014,2014,450000.0
Diesel,Sedan,70000,jaipur,Chevrolet,Manual,2,5,2013,2013,2013,380000.0
Diesel,Sedan,80000,jaipur,Honda,Manual,1,5,2015,2015,2015,450000.0
Petrol,Hatchback,60000,jaipur,Renault,Manual,1,5,2017,2017,2017,300000.0
Diesel,Hatchback,120000,jaipur,Tata,Manual,1,5,2011,2011,2011,225000.0
Petrol,Hatchback,70000,jaipur,Maruti,Manual,3,5,2009,2009,2009,150000.0
Petrol,Hatchback,90000,jaipur,Hyundai,Manual,2,5,2012,2012,2012,200000.0
Petrol,Hatchback,120000,jaipur,Maruti,Manual,1,5,2012,2012,2001,40000.0
Petrol,Hatchback,40000,jaipur,Maruti,Manual,1,5,2017,2017,2017,400000.0
Petrol,Hatchback,70000,jaipur,Maruti,Automatic,1,5,2015,2015,2015,350000.0
Petrol,Hatchback,60000,jaipur,Hyundai,Manual,1,5,2015,2015,2015,250000.0
Petrol,Sedan,80000,jaipur,Toyota,Manual,1,5,2011,2011,2011,350000.0
Petrol,Hatchback,50000,jaipur,Maruti,Manual,1,5,2012,2012,2012,300000.0
Diesel,Hatchback,120000,jaipur,Ford,Manual,4,5,2011,2011,2011,200000.0
Diesel,Hatchback,150000,jaipur,Maruti,Manual,3,5,2009,2009,2009,300000.0
Diesel,Hatchback,120000,jaipur,Maruti,Manual,2,5,2013,2013,2013,300000.0
Petrol,Hatchback,40000,jaipur,Maruti,Manual,2,5,2015,2015,2015,250000.0
Petrol,Hatchback,40000,jaipur,Datsun,Manual,2,5,2020,2020,2020,300000.0
Petrol,SUV,40000,jaipur,Hyundai,Manual,1,5,2021,2021,2021,1000000.0
Petrol,Hatchback,70000,jaipur,Nissan,Manual,2,5,2013,2013,2013,200000.0
Petrol,Sedan,120000,jaipur,Honda,Automatic,2,5,2013,2013,2013,350000.0
Petrol,Hatchback,150000,jaipur,Maruti,Manual,2,5,2010,2010,2010,100000.0
Diesel,Sedan,100000,jaipur,Honda,Manual,3,5,2015,2015,2015,500000.0
Diesel,Sedan,80000,jaipur,Maruti,Automatic,1,5,2017,2017,2017,700000.0
Petrol,Sedan,40000,jaipur,Honda,Automatic,1,5,2021,2021,2021,800000.0
Cng,Sedan,30000,jaipur,Tata,Manual,1,5,2022,2022,2022,819999.9999999999
Petrol,Hatchback,90000,jaipur,Tata,Manual,1,5,2020,2020,2020,675000.0
Diesel,MUV,100000,jaipur,Maruti,Manual,3,7,2019,2019,2019,1100000.0
Diesel,SUV,70000,jaipur,Mahindra,Manual,1,7,2014,2014,2014,350000.0
Diesel,Sedan,150000,jaipur,Honda,Manual,1,5,2015,2015,2015,500000.0
Diesel,SUV,30000,jaipur,Mahindra,Manual,3,7,2013,2013,2013,500000.0
Petrol,Hatchback,40000,jaipur,Maruti,Manual,1,5,2018,2018,2018,320000.0
Diesel,Sedan,120000,jaipur,Volkswagen,Manual,4,5,2013,2013,2013,420000.0
Diesel,Sedan,150000,jaipur,Honda,Manual,1,5,2014,2014,2014,325000.0
Petrol,SUV,30000,jaipur,Maruti,Manual,1,5,2020,2020,2020,950000.0
Petrol,Hatchback,120000,jaipur,Datsun,Manual,1,5,2017,2017,2017,300000.0
Diesel,Hatchback,90000,jaipur,Hyundai,Manual,1,5,2015,2015,2015,400000.0
Petrol,Hatchback,60000,jaipur,Hyundai,Manual,2,5,2014,2014,2014,350000.0
Diesel,MUV,150000,jaipur,Mahindra,Manual,2,7,2007,2007,2007,280000.0
Petrol,Sedan,120000,jaipur,Skoda,Automatic,1,5,2012,2012,2012,500000.0
Petrol,Sedan,70000,jaipur,Maruti,Manual,1,5,2010,2010,2010,250000.0
Diesel,MUV,90000,jaipur,Mahindra,Manual,3,7,2007,2007,2007,300000.0
Diesel,Sedan,90000,jaipur,Honda,Manual,1,5,2013,2013,2013,400000.0
Diesel,Sedan,90000,jaipur,Honda,Manual,4,5,2016,2016,2016,420000.0
Diesel,SUV,150000,jaipur,Nissan,Manual,1,5,2014,2014,2014,400000.0
Petrol,Hatchback,30000,jaipur,Maruti,Manual,2,5,2021,2021,2021,800000.0
Petrol,Hatchback,40000,jaipur,Maruti,Manual,1,5,2019,2019,2019,500000.0
Petrol,Hatchback,20000,jaipur,Maruti,Manual,1,5,2022,2022,2022,725000.0
Diesel,Sedan,120000,jaipur,Hyundai,Manual,3,5,2011,2011,2011,300000.0
Diesel,Sedan,120000,jaipur,Maruti,Manual,1,5,2014,2014,2014,400000.0
Petrol,Hatchback,30000,jaipur,Maruti,Manual,1,5,2021,2021,2021,800000.0
Diesel,Hatchback,120000,jaipur,Maruti,Manual,1,5,2014,2014,2014,450000.0
Diesel,Sedan,121000,jaipur,Hyundai,Manual,1,5,2013,2013,2013,450000.0
Diesel,Sedan,120000,jaipur,Maruti,Manual,1,5,2013,2013,2013,500000.0
Diesel,SUV,120000,jaipur,Mitsubishi,Manual,3,7,2013,2013,2013,900000.0
Petrol,Hatchback,150000,jaipur,Maruti,Manual,3,5,2011,2011,2011,165000.0
Diesel,Sedan,60000,jaipur,Maruti,Manual,1,5,2018,2018,2018,700000.0
Petrol,Hatchback,60000,jaipur,Maruti,Manual,4,5,2018,2018,2001,62000.0
Petrol,Hatchback,20000,jaipur,Renault,Manual,1,5,2022,2022,2022,550000.0
Petrol,Sedan,30000,jaipur,Honda,Automatic,1,5,2021,2021,2021,1525000.0
Diesel,Sedan,150000,jaipur,Honda,Manual,1,5,2014,2014,2014,400000.0
Petrol,Hatchback,150000,jaipur,Maruti,Manual,2,5,2007,2007,2007,100000.0
Petrol,Hatchback,120000,jaipur,Maruti,Manual,2,5,2015,2015,2015,220000.00000000003
Diesel,Sedan,120000,jaipur,Maruti,Manual,1,5,2018,2018,2018,630000.0
Petrol,Hatchback,90000,jaipur,Hyundai,Manual,2,5,2013,2013,2013,350000.0
Diesel,Hatchback,150000,jaipur,Maruti,Manual,3,5,2012,2012,2012,350000.0
Diesel,Sedan,90000,jaipur,Maruti,Manual,2,5,2014,2014,2014,450000.0
Diesel,Sedan,90000,jaipur,Maruti,Manual,2,5,2014,2014,2014,450000.0
Petrol,Hatchback,150000,jaipur,Hyundai,Manual,1,5,2011,2011,2011,200000.0
Petrol,Hatchback,120000,jaipur,Maruti,Manual,2,5,2015,2015,2015,225000.0
Diesel,Sedan,100000,jaipur,Maruti,Manual,1,5,2013,2013,2013,370000.0
Petrol,Hatchback,90000,jaipur,Citroen,Manual,2,5,2023,2023,2023,730000.0
Petrol,Sedan,60000,jaipur,Maruti,Manual,2,5,2017,2017,2017,610000.0
Diesel,Sedan,90000,jaipur,Maruti,Manual,4,5,2018,2018,2018,670000.0
Diesel,SUV,150000,jaipur,Volvo,Automatic,1,5,2019,2019,2019,4000000.0
Diesel,SUV,150000,jaipur,Maruti,Manual,1,5,2019,2019,2019,800000.0
Diesel,SUV,80000,jaipur,Mahindra,Manual,3,9,2017,2017,2017,700000.0
Diesel,SUV,120000,jaipur,Renault,Manual,2,5,2013,2013,2013,400000.0
Petrol,Hatchback,120000,jaipur,Maruti,Manual,3,5,2009,2009,2009,150000.0
Petrol,Hatchback,120000,jaipur,Hyundai,Manual,1,5,2016,2016,2016,300000.0
Petrol,Sedan,70000,jaipur,Maruti,Manual,1,5,2020,2020,2020,700000.0
Petrol,Sedan,30000,jaipur,Hyundai,Manual,1,5,2020,2020,2020,650000.0
Diesel,MUV,150000,jaipur,Mahindra,Manual,1,7,2019,2019,2019,800000.0
Diesel,SUV,80000,jaipur,Mahindra,Manual,1,7,2017,2017,2017,800000.0
Petrol,Hatchback,100000,jaipur,Maruti,Manual,2,5,2012,2012,2012,200000.0
Petrol,Hatchback,40000,jaipur,Tata,Manual,1,5,2020,2020,2020,700000.0
Petrol,Hatchback,100000,jaipur,Hyundai,Manual,2,5,2016,2016,2016,340000.0
Diesel,Sedan,120000,jaipur,Maruti,Manual,2,5,2018,2018,2018,420000.0
Diesel,MUV,150000,jaipur,Toyota,Manual,2,7,2012,2012,2012,500000.0
Petrol,Hatchback,40000,jaipur,Hyundai,Manual,1,5,2020,2020,2020,750000.0
Diesel,SUV,150000,jaipur,Maruti,Manual,1,5,2018,2018,2018,900000.0
Petrol,Sedan,150000,jaipur,Maruti,Automatic,1,5,2019,2019,2019,730000.0
Petrol,Hatchback,20000,jaipur,Maruti,Manual,1,5,2022,2022,2022,810000.0
Petrol,Sedan,150000,jaipur,Maruti,Manual,1,5,2016,2016,2016,500000.0
Diesel,Hatchback,60000,jaipur,Hyundai,Manual,2,5,2016,2016,2016,500000.0
Diesel,Sedan,60000,jaipur,Jaguar,Automatic,1,5,2019,2019,2019,3200000.0
Petrol,Hatchback,150000,jaipur,Maruti,Manual,2,4,2011,2011,2011,150000.0
Petrol,Hatchback,90000,jaipur,Maruti,Manual,2,5,2014,2014,2014,250000.0
Diesel,Hatchback,120000,jaipur,Renault,Manual,1,5,2012,2012,2012,200000.0
Cng,Hatchback,60000,jaipur,Maruti,Manual,1,4,2021,2021,2021,600000.0
Petrol,Sedan,120000,jaipur,Tata,Manual,1,5,2014,2014,2014,400000.0
Petrol,Hatchback,90000,jaipur,Maruti,Manual,2,5,2011,2011,2011,200000.0
Diesel,Sedan,30000,jaipur,Hyundai,Automatic,5,5,2021,2021,2021,2000000.0
Diesel,Hatchback,120000,jaipur,Fiat,Manual,1,5,2015,2015,2015,350000.0
Diesel,SUV,120000,jaipur,Mahindra,Manual,1,7,2013,2013,2013,700000.0
Diesel,Sedan,120000,jaipur,Honda,Manual,1,5,2015,2015,2015,450000.0
Diesel,Sedan,120000,jaipur,Honda,Manual,1,5,2015,2015,2015,600000.0
Petrol,Sedan,60000,jaipur,Hyundai,Manual,1,5,2014,2014,2014,400000.0
Petrol,Hatchback,60000,jaipur,Maruti,Manual,3,5,2016,2016,2016,302000.0
Petrol,Sedan,20000,jaipur,Hyundai,Manual,1,5,2022,2022,2022,830000.0000000001
Diesel,Sedan,150000,jaipur,Maruti,Manual,1,5,2014,2014,2014,500000.0
Diesel,Hatchback,120000,jaipur,Maruti,Manual,2,5,2010,2010,2010,180000.0
Diesel,Hatchback,120000,jaipur,Ford,Manual,4,5,2011,2011,2011,250000.0
Petrol,Sedan,70000,jaipur,Hyundai,Manual,1,5,2011,2011,2011,300000.0
Petrol,Hatchback,50000,jaipur,Maruti,Manual,3,5,2016,2016,2016,320000.0
Diesel,Sedan,120000,jaipur,Hyundai,Manual,1,5,2013,2013,2013,450000.0
Diesel,Hatchback,150000,jaipur,Hyundai,Manual,2,5,2010,2010,2010,225000.0
Petrol,Hatchback,70000,jaipur,Maruti,Manual,1,5,2020,2020,2020,450000.0
Petrol,Hatchback,60000,jaipur,Maruti,Manual,3,5,2016,2016,2016,320000.0
Petrol,Hatchback,50000,jaipur,Hyundai,Manual,1,5,2011,2011,2011,300000.0
Petrol,Hatchback,120000,jaipur,Ford,Manual,3,5,2011,2011,2011,200000.0
Diesel,Sedan,150000,jaipur,Volkswagen,Manual,1,5,2013,2013,2013,680000.0
Petrol,Sedan,120000,jaipur,Toyota,Manual,4,5,2008,2008,2008,350000.0
Diesel,Hatchback,150000,jaipur,Volkswagen,Manual,2,5,2014,2014,2014,350000.0
Diesel,Hatchback,150000,jaipur,Maruti,Manual,1,5,2011,2011,2011,350000.0
Petrol,Hatchback,150000,jaipur,Maruti,Manual,2,5,2008,2008,2008,200000.0
Petrol,Sedan,80000,jaipur,Honda,Manual,1,5,2011,2011,2011,450000.0
Petrol,Hatchback,100000,jaipur,Maruti,Manual,3,5,2014,2014,2014,350000.0
Diesel,Hatchback,120000,jaipur,Maruti,Manual,1,5,2013,2013,2013,525000.0
Petrol,Hatchback,60000,jaipur,Hyundai,Manual,2,5,2011,2011,2011,520000.0
Diesel,Hatchback,120000,jaipur,Maruti,Manual,2,5,2013,2013,2013,450000.0
Diesel,Hatchback,80000,jaipur,Fiat,Manual,1,5,2015,2015,2015,600000.0
Petrol,Hatchback,50000,jaipur,Hyundai,Manual,1,5,2010,2010,2010,79000.0
Petrol,Sedan,10000,jaipur,Maruti,Manual,1,5,2023,2023,2023,500000.0
Petrol,SUV,50000,jaipur,Maruti,Automatic,2,4,2023,2023,2023,800000.0
Petrol,Hatchback,80000,jaipur,Maruti,Manual,2,5,2012,2012,2012,160000.0
Petrol,Hatchback,90000,jaipur,Renault,Automatic,2,5,2016,2016,2016,220000.00000000003
Petrol,SUV,30000,jaipur,Tata,Manual,1,5,2022,2022,2022,700000.0
Petrol,Hatchback,70000,jaipur,Maruti,Manual,1,5,2014,2014,2014,200000.0
Petrol,Sedan,100000,jaipur,Maruti,Manual,2,5,2010,2010,2010,150000.0
Petrol,MUV,70000,jaipur,Renault,Manual,1,7,2020,2020,2020,600000.0
Petrol,Hatchback,70000,jaipur,Maruti,Manual,1,5,2012,2012,2012,130000.0
Petrol,Hatchback,60000,jaipur,Maruti,Manual,1,5,2012,2012,2012,150000.0
Petrol,Hatchback,150000,jaipur,Maruti,Manual,1,5,2008,2008,2008,72000.0
Petrol,Hatchback,150000,jaipur,Hyundai,Manual,1,5,2014,2014,2014,160000.0
Diesel,Hatchback,120000,jaipur,Volkswagen,Manual,2,5,2012,2012,2012,200000.0
Petrol,Hatchback,150000,jaipur,Maruti,Manual,1,5,2002,2002,2002,40000.0
Diesel,SUV,100000,jaipur,Ford,Manual,1,5,2014,2014,2014,350000.0
Petrol,Hatchback,120000,jaipur,Chevrolet,Manual,1,5,2011,2011,2011,108000.0
Petrol,Hatchback,70000,jaipur,Maruti,Manual,1,5,2007,2007,2007,105000.0
Petrol,SUV,20000,jaipur,Renault,Manual,1,5,2022,2022,2022,850000.0
Petrol,Hatchback,40000,jaipur,Maruti,Manual,1,5,2009,2009,2009,100000.0
Petrol,Hatchback,80000,jaipur,Maruti,Manual,1,5,2018,2018,2018,500000.0
Petrol,Sedan,70000,kolkata,Toyota,Automatic,3,5,2014,2014,2014,975000.0
Petrol,Hatchback,23981,kolkata,Datsun,Manual,1,5,2017,2017,2017,266000.0
Petrol,SUV,7100,kolkata,Renault,Automatic,1,5,2021,2021,2021,595000.0
Petrol,Hatchback,71574,kolkata,Hyundai,Manual,2,5,2011,2012,2011,223000.0
Diesel,SUV,50000,kolkata,Audi,Automatic,2,5,2014,2014,2014,1200000.0
Petrol,Hatchback,35629,kolkata,Maruti,Automatic,1,5,2018,2018,2018,425000.0
Petrol,Hatchback,11476,kolkata,Hyundai,Automatic,2,5,2020,2020,2020,596000.0
Petrol,Hatchback,31000,kolkata,Renault,Manual,1,5,2018,2018,2018,250000.0
Petrol,Sedan,41005,kolkata,Maruti,Manual,2,5,2011,2011,2011,221000.0
Petrol,Hatchback,60055,kolkata,Maruti,Manual,1,5,2010,2010,2010,208000.0
Petrol,Hatchback,65005,kolkata,Maruti,Manual,1,5,2013,2013,2013,311000.0
Petrol,Hatchback,2657,kolkata,Renault,Manual,1,5,2022,2022,2022,463999.99999999994
Petrol,Hatchback,16000,kolkata,Hyundai,Manual,1,5,2011,2011,2011,204999.99999999997
Diesel,SUV,7426,kolkata,Tata,Automatic,1,5,2023,2023,2023,2175000.0
Petrol,Hatchback,27046,kolkata,Maruti,Automatic,1,5,2018,2018,2018,643000.0
Diesel,SUV,30100,kolkata,Toyota,Automatic,1,7,2021,2021,2021,3750000.0
Petrol,Hatchback,9000,kolkata,Maruti,Manual,1,5,2022,2022,2022,545000.0
Petrol,Hatchback,17000,kolkata,Hyundai,Manual,1,5,2022,2022,2022,750000.0
Diesel,SUV,49200,kolkata,Jeep,Automatic,1,5,2021,2021,2021,1650000.0
Petrol,Hatchback,35000,kolkata,Hyundai,Manual,2,5,2009,2009,2009,225000.0
Diesel,SUV,30000,kolkata,Land Rover,Automatic,2,5,2020,2020,2020,5990000.0
Petrol,Hatchback,54044,kolkata,Maruti,Manual,1,5,2017,2017,2017,315000.0
Petrol,SUV,6500,kolkata,Tata,Manual,1,5,2021,2021,2021,799000.0
Petrol,Sedan,29159,kolkata,Maruti,Manual,1,5,2017,2017,2017,526000.0
Diesel,SUV,30000,kolkata,Land Rover,Automatic,2,5,2020,2020,2020,5990000.0
Petrol,Sedan,31968,kolkata,Honda,Automatic,1,5,2016,2016,2016,675000.0
Petrol,Hatchback,44150,kolkata,Hyundai,Manual,2,5,2019,2019,2019,612000.0
Petrol,Hatchback,60000,kolkata,Hyundai,Manual,1,5,2010,2010,2010,189000.0
Petrol,SUV,25009,kolkata,Hyundai,Automatic,1,5,2018,2018,2018,990000.0
Petrol,Hatchback,46469,kolkata,Maruti,Manual,1,5,2020,2020,2020,534000.0
Petrol,SUV,45000,kolkata,Hyundai,Manual,1,5,2018,2018,2018,800000.0
Petrol,Sedan,31577,kolkata,Hyundai,Manual,1,5,2020,2020,2020,983000.0
Petrol,Hatchback,56005,kolkata,Maruti,Automatic,1,5,2014,2014,2014,281000.0
Petrol,Hatchback,10005,kolkata,Maruti,Manual,1,5,2021,2021,2021,535000.0
Petrol,Hatchback,41163,kolkata,Hyundai,Manual,1,5,2017,2017,2017,475000.0
Diesel,Sedan,17839,kolkata,Mercedes-Benz,Automatic,1,5,2020,2020,2020,5300000.0
Petrol,Sedan,3800,kolkata,Toyota,Manual,1,5,2019,2019,2019,695000.0
Petrol,Hatchback,34124,kolkata,Maruti,Manual,1,5,2018,2018,2018,395000.0
Diesel,Hatchback,50000,kolkata,Hyundai,Manual,2,5,2012,2012,2012,200000.0
Petrol,Sedan,48168,kolkata,Honda,Manual,1,5,2018,2018,2018,750000.0
Diesel,MUV,20000,kolkata,Mahindra,Manual,3,8,2019,2019,2019,975000.0
Petrol,Sedan,56357,kolkata,Maruti,Manual,1,5,2018,2018,2018,480000.0
Petrol,Hatchback,10585,kolkata,Maruti,Manual,1,5,2022,2022,2022,719000.0
Petrol,Sedan,50000,kolkata,Honda,Automatic,2,5,2012,2012,2012,375000.0
Petrol,Sedan,60000,kolkata,Maruti,Manual,1,5,2010,2010,2010,245000.00000000003
Petrol,SUV,17642,kolkata,Hyundai,Manual,1,5,2020,2020,2020,1214000.0
Diesel,Hatchback,20000,kolkata,Tata,Manual,1,5,2018,2018,2018,438999.99999999994
Petrol,Hatchback,9157,kolkata,Hyundai,Manual,1,5,2021,2021,2021,753000.0
Petrol,Sedan,65979,kolkata,Honda,Manual,2,5,2016,2016,2016,362000.0
Diesel,Sedan,65000,kolkata,Skoda,Manual,1,5,2014,2014,2014,300000.0
Petrol,Hatchback,7940,kolkata,Datsun,Manual,2,5,2020,2020,2020,389000.0
Petrol,Hatchback,100000,kolkata,Hyundai,Manual,4,5,2010,2010,2010,114999.99999999999
Diesel,Sedan,40000,kolkata,BMW,Automatic,1,5,2011,2011,2011,865000.0
Petrol,Sedan,60000,kolkata,Fiat,Manual,2,5,2011,2011,2011,185000.0
Diesel,Sedan,19859,kolkata,BMW,Automatic,1,5,2019,2019,2019,3950000.0
Petrol,SUV,7405,kolkata,Jeep,Automatic,1,5,2023,2023,2023,6250000.0
Petrol,SUV,52922,kolkata,Honda,Manual,1,7,2016,2016,2016,620000.0
Petrol,SUV,60000,kolkata,Ford,Manual,1,5,2015,2015,2015,350000.0
Petrol,Hatchback,32000,kolkata,Hyundai,Manual,1,5,2019,2019,2019,463999.99999999994
Petrol,Hatchback,47739,kolkata,Honda,Manual,2,5,2017,2017,2017,412000.0
Petrol,Hatchback,10717,kolkata,Maruti,Automatic,2,5,2019,2019,2019,375000.0
Diesel,Sedan,41000,kolkata,Honda,Manual,1,5,2015,2015,2015,621000.0
Petrol,Hatchback,17619,kolkata,Hyundai,Manual,2,5,2020,2020,2020,443000.0
Petrol,Hatchback,9221,kolkata,Renault,Manual,1,5,2021,2021,2021,422000.0
Petrol,SUV,70000,kolkata,Honda,Manual,1,5,2019,2019,2019,550000.0
Petrol,Hatchback,10519,kolkata,Maruti,Manual,1,5,2019,2019,2019,545000.0
Petrol,Sedan,50000,kolkata,Hyundai,Manual,2,5,2014,2014,2014,450000.0
Cng,Hatchback,19907,kolkata,Maruti,Manual,1,5,2022,2022,2022,597000.0
Petrol,Hatchback,84771,kolkata,Maruti,Manual,2,5,2015,2015,2015,330000.0
Petrol,Hatchback,7000,kolkata,Honda,Automatic,2,5,2015,2015,2015,595000.0
Petrol,Sedan,50000,kolkata,Honda,Manual,1,5,2017,2017,2017,500000.0
Diesel,Sedan,52000,kolkata,Audi,Automatic,1,5,2013,2013,2013,1075000.0
Petrol,SUV,15407,kolkata,Tata,Manual,1,5,2021,2021,2021,835000.0
Petrol,Hatchback,50000,kolkata,Hyundai,Manual,2,5,2009,2009,2009,175000.0
Petrol,Sedan,80000,kolkata,Hindustan Motors,Manual,1,5,2009,2009,1985,495000.0
Petrol,Sedan,58000,kolkata,Honda,Manual,1,5,2017,2017,2017,550000.0
Petrol,Sedan,14000,kolkata,Hyundai,Manual,1,5,2021,2021,2021,1025000.0
Petrol,Sedan,80000,kolkata,Hyundai,Manual,3,5,2014,2014,2014,350000.0
Petrol,Sedan,45000,kolkata,Hyundai,Manual,1,5,2017,2017,2017,775000.0
Petrol,Sedan,119236,kolkata,Maruti,Manual,1,5,2014,2014,2014,306000.0
Petrol,Hatchback,98074,kolkata,Maruti,Manual,1,5,2016,2016,2016,432000.0
Diesel,Sedan,40330,kolkata,Mercedes-Benz,Automatic,1,5,2013,2013,2013,1080000.0
Petrol,Sedan,84989,kolkata,Maruti,Manual,2,5,2014,2014,2014,314000.0
Petrol,Hatchback,72017,kolkata,Maruti,Manual,2,5,2014,2014,2014,269000.0
Diesel,MUV,65002,kolkata,Maruti,Manual,1,7,2015,2015,2015,521000.0
Petrol,Sedan,85862,kolkata,Maruti,Manual,1,5,2015,2015,2015,342000.0
Petrol,Hatchback,70000,kolkata,Maruti,Manual,2,5,2011,2011,2011,150000.0
Petrol,Hatchback,48005,kolkata,Mahindra,Manual,1,6,2017,2017,2017,407000.0
Petrol,Hatchback,8625,kolkata,Hyundai,Manual,1,5,2019,2019,2019,459999.99999999994
Petrol,Hatchback,10000,kolkata,Tata,Manual,1,5,2020,2020,2020,725000.0
Diesel,Sedan,67000,kolkata,Skoda,Manual,1,5,2012,2012,2012,340000.0
Diesel,SUV,50000,kolkata,Hyundai,Manual,1,5,2018,2018,2018,1200000.0
Petrol,Hatchback,60000,kolkata,Maruti,Manual,3,5,2011,2011,2011,145000.0
Petrol,Hatchback,60000,kolkata,Maruti,Manual,3,5,2017,2017,2017,350000.0
Diesel,SUV,34000,kolkata,Audi,Automatic,1,5,2014,2014,2014,1950000.0
Petrol,Hatchback,60000,kolkata,Maruti,Manual,1,5,2012,2012,2012,300000.0
Diesel,MUV,152000,kolkata,Toyota,Manual,1,7,2014,2014,2014,695000.0
Diesel,SUV,45000,kolkata,Land Rover,Automatic,1,5,2014,2014,2014,5600000.0
Petrol,Sedan,56766,kolkata,Toyota,Manual,3,5,2013,2013,2013,399000.0
Diesel,SUV,7114,kolkata,Tata,Automatic,1,6,2022,2022,2022,2109000.0
Diesel,SUV,25508,kolkata,Tata,Automatic,1,6,2021,2021,2021,2000000.0
Petrol,Hatchback,39369,kolkata,Maruti,Manual,1,5,2012,2012,2012,217000.0
Diesel,SUV,96707,kolkata,Mahindra,Manual,1,7,2018,2018,2018,886000.0
Petrol,Hatchback,50000,kolkata,Hyundai,Manual,1,5,2016,2016,2016,550000.0
Petrol,Hatchback,30345,kolkata,Renault,Manual,1,5,2019,2019,2019,327000.0
Diesel,SUV,128232,kolkata,Toyota,Automatic,1,7,2016,2016,2016,1775000.0
Petrol,SUV,54018,kolkata,Honda,Manual,1,5,2017,2017,2017,487000.0
Diesel,Sedan,32007,kolkata,Hyundai,Manual,1,5,2016,2016,2016,612000.0
Petrol,Hatchback,100000,kolkata,Hyundai,Manual,1,5,2015,2015,2015,310000.0
Petrol,Hatchback,30000,kolkata,Hyundai,Manual,2,5,2014,2014,2014,245000.00000000003
Diesel,Sedan,66452,kolkata,Volvo,Automatic,1,5,2018,2018,2018,1980000.0
