,ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Registration Year,Insurance Validity,Fuel Type,Seats,Ownership,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,City
76,Petrol,Sedan,79000,Automatic,1,Skoda,Skoda Octavia,2018,1789999.9999999998,2018,Comprehensive,Petrol,5,First Owner,Automatic,2018,15.1,1798.0,82bhp@6000rpm,250.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
77,Petrol,Hatchback,68039,Manual,2,Tata,Tata Tiago,2017,468000.0,2018,Third Party insurance,Petrol,5,Second Owner,Manual,2017,23.84,1199.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
79,Petrol,Hatchback,60000,Manual,2,Maruti,Maruti Ritz,2014,420000.0,2014,Third Party insurance,Petrol,5,Second Owner,Manual,2014,18.5,1197.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
80,Petrol,Hatchback,10000,Manual,1,Hyundai,Hyundai i20,2021,919999.9999999999,2021,Third Party insurance,Petrol,5,First Owner,Manual,2021,20.0,998.0,82bhp@6000rpm,171.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
81,Petrol,Sedan,49873,Manual,1,Honda,Honda City,2013,533000.0,2013,Third Party,Petrol,5,First Owner,Manual,2013,16.8,1497.0,82bhp@6000rpm,146.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
82,Petrol,Hatchback,90000,Automatic,3,Volkswagen,Volkswagen Polo,2013,850000.0,2013,Third Party insurance,Petrol,5,Third Owner,Automatic,2013,17.2,1197.0,82bhp@6000rpm,175.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
83,Diesel,Sedan,48960,Manual,2,Skoda,Skoda Rapid,2017,751000.0,2017,Third Party insurance,Diesel,5,Second Owner,Manual,2017,21.13,1498.0,82bhp@6000rpm,250.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
84,Diesel,Hatchback,70000,Manual,2,Hyundai,Hyundai Grand i10,2014,388000.0,2014,Third Party insurance,Diesel,5,Second Owner,Manual,2014,24.0,1120.0,82bhp@6000rpm,160.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
85,Petrol,Hatchback,68000,Manual,2,Hyundai,Hyundai i20,2013,490000.00000000006,2013,Comprehensive,Petrol,5,Second Owner,Manual,2013,18.5,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
86,Diesel,SUV,23017,Manual,1,Mahindra,Mahindra KUV 100,2016,494000.00000000006,2016,Third Party,Diesel,6,First Owner,Manual,2016,25.32,1198.0,82bhp@6000rpm,190.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
87,Diesel,Hatchback,83000,Manual,2,Hyundai,Hyundai i20,2013,525000.0,2014,Comprehensive,Diesel,5,Second Owner,Manual,2013,21.27,1396.0,82bhp@6000rpm,219.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
88,Diesel,SUV,92000,Automatic,2,BMW,BMW X3,2016,2890000.0,2016,Comprehensive,Diesel,5,Second Owner,Automatic,2016,16.55,1995.0,82bhp@6000rpm,400.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
89,Petrol,Hatchback,62139,Manual,1,Maruti,Maruti Wagon R,2018,550000.0,2018,Comprehensive,Petrol,5,First Owner,Manual,2018,20.51,998.0,82bhp@6000rpm,90.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
90,Lpg,Hatchback,74000,Manual,1,Hyundai,Hyundai i10,2013,365000.0,2013,Comprehensive,LPG,5,First Owner,Manual,2013,19.2,1086.0,82bhp@6000rpm,99.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
91,Petrol,Hatchback,26500,Automatic,2,Renault,Renault KWID,2016,420000.0,2016,Comprehensive,Petrol,5,Second Owner,Automatic,2016,24.04,999.0,82bhp@6000rpm,91.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
92,Diesel,Sedan,81716,Automatic,1,Volvo,Volvo S60,2017,1895000.0,2017,Comprehensive,Diesel,5,First Owner,Automatic,2017,27.03,1969.0,82bhp@6000rpm,400.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
93,Diesel,Sedan,24000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2018,5990000.0,2018,Comprehensive,Diesel,5,Second Owner,Automatic,2018,17.0,2987.0,82bhp@6000rpm,620.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
94,Petrol,SUV,10000,Automatic,1,Mahindra,Mahindra XUV300,2022,1050000.0,2022,Third Party insurance,Petrol,5,First Owner,Automatic,2022,17.0,1197.0,82bhp@6000rpm,200.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
95,Petrol,SUV,18000,Automatic,1,MG,MG Hector Plus,2021,2075000.0,2021,Comprehensive,Petrol,6,First Owner,Automatic,2021,16.56,1451.0,82bhp@6000rpm,250.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
96,Petrol,Hatchback,38197,Manual,1,Honda,Honda Brio,2013,394000.0,2013,Third Party,Petrol,5,First Owner,Manual,2013,19.4,1198.0,82bhp@6000rpm,109.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
97,Petrol,Hatchback,23000,Automatic,2,Maruti,Maruti Baleno,2017,725000.0,2017,Comprehensive,Petrol,5,Second Owner,Automatic,2017,19.56,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
98,Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Alto K10,2013,240000.0,2013,Third Party insurance,Petrol,5,First Owner,Manual,2013,20.92,998.0,82bhp@6000rpm,90.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
99,Petrol,SUV,10000,Automatic,1,Renault,Renault Kiger,2022,835000.0,2022,Third Party insurance,Petrol,5,First Owner,Automatic,2022,19.03,999.0,82bhp@6000rpm,96.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
100,Petrol,Hatchback,19000,Manual,1,Hyundai,Hyundai Grand i10,2019,695000.0,2019,Third Party insurance,Petrol,5,First Owner,Manual,2019,18.9,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
101,Petrol,SUV,14000,Automatic,1,Kia,Kia Seltos,2020,1725000.0,2020,Comprehensive,Petrol,5,First Owner,Automatic,2020,16.5,1353.0,82bhp@6000rpm,242.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
102,Petrol,Hatchback,29268,Manual,1,Hyundai,Hyundai EON,2014,330000.0,2014,Comprehensive,Petrol,5,First Owner,Manual,2014,21.1,814.0,82bhp@6000rpm,74.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
103,Petrol,Sedan,20000,Automatic,1,Volkswagen,Volkswagen Vento,2019,990000.0,2019,Third Party insurance,Petrol,5,First Owner,Automatic,2019,18.19,1197.0,82bhp@6000rpm,175.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
104,Petrol,Sedan,30000,Manual,1,Toyota,Toyota Yaris,2018,750000.0,2018,Third Party insurance,Petrol,5,First Owner,Manual,2018,17.1,1496.0,82bhp@6000rpm,140.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
105,Petrol,Hatchback,64374,Automatic,1,Honda,Honda Jazz,2018,755000.0,2018,Third Party insurance,Petrol,5,First Owner,Automatic,2018,19.0,1199.0,82bhp@6000rpm,110.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
106,Diesel,SUV,30000,Manual,1,MG,MG Hector,2021,1750000.0,2021,Third Party insurance,Diesel,5,First Owner,Manual,2021,17.41,1956.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
107,Petrol,SUV,7100,Automatic,1,Hyundai,Hyundai Alcazar,2022,2082999.9999999998,2022,Comprehensive,Petrol,6,First Owner,Automatic,2022,14.2,1999.0,82bhp@6000rpm,191.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
108,Petrol,Hatchback,43679,Manual,1,Hyundai,Hyundai i10,2010,271000.0,2010,Comprehensive,Petrol,5,First Owner,Manual,2010,19.81,1086.0,82bhp@6000rpm,99.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
109,Petrol,SUV,40000,Automatic,1,Hyundai,Hyundai Creta,2018,1280000.0,2018,Third Party insurance,Petrol,5,First Owner,Automatic,2018,14.8,1591.0,82bhp@6000rpm,151.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
110,Diesel,Hatchback,40562,Manual,1,Hyundai,Hyundai i20,2012,436000.00000000006,2012,Third Party,Diesel,5,First Owner,Manual,2012,22.54,1396.0,82bhp@6000rpm,219.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
111,Petrol,SUV,26500,Automatic,2,Hyundai,Hyundai Creta,2021,1675000.0,2021,Comprehensive,Petrol,5,Second Owner,Automatic,2021,18.9,1397.0,82bhp@6000rpm,242.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
113,Diesel,SUV,58600,Automatic,1,Mahindra,Mahindra XUV500,2016,1350000.0,2016,Third Party insurance,Diesel,7,First Owner,Automatic,2016,16.0,2179.0,82bhp@6000rpm,330.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
114,Petrol,SUV,20000,Automatic,1,Hyundai,Hyundai Venue,2019,1250000.0,2019,Third Party insurance,Petrol,5,First Owner,Automatic,2019,18.15,998.0,82bhp@6000rpm,171.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
115,Petrol,SUV,42050,Automatic,1,Volkswagen,Volkswagen T-Roc,2020,2225000.0,2020,Comprehensive,Petrol,5,First Owner,Automatic,2020,18.4,1498.0,82bhp@6000rpm,250.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
116,Petrol,Hatchback,65017,Automatic,1,Maruti,Maruti Celerio,2015,475000.0,2016,2,Petrol,5,First Owner,Automatic,2015,23.1,998.0,82bhp@6000rpm,90.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
117,Diesel,Sedan,80000,Automatic,2,BMW,BMW 3 Series,2008,600000.0,2008,Third Party insurance,Diesel,5,Second Owner,Automatic,2008,13.2,1995.0,82bhp@6000rpm,34.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
118,Petrol,SUV,30000,Automatic,1,Jeep,Jeep Compass,2021,2450000.0,2021,Third Party insurance,Petrol,5,First Owner,Automatic,2021,14.1,1368.0,82bhp@6000rpm,250.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
119,Petrol,SUV,20000,Automatic,1,Kia,Kia Seltos,2020,1625000.0,2020,Third Party insurance,Petrol,5,First Owner,Automatic,2020,16.5,1353.0,82bhp@6000rpm,242.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
120,Diesel,Sedan,36349,Automatic,1,Skoda,Skoda Superb,2014,1650000.0,2014,Third Party insurance,Diesel,5,First Owner,Automatic,2014,17.2,1968.0,82bhp@6000rpm,320.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
122,Petrol,SUV,83394,Manual,2,Renault,Renault Duster,2014,630000.0,2014,Third Party insurance,Petrol,5,Second Owner,Manual,2014,13.24,1598.0,82bhp@6000rpm,145.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
123,Diesel,SUV,30000,Automatic,2,Audi,Audi Q5,2016,2599000.0,2016,Third Party insurance,Diesel,5,Second Owner,Automatic,2016,14.16,1968.0,82bhp@6000rpm,380.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
124,Petrol,Hatchback,80000,Manual,3,Hyundai,Hyundai i10,2009,249000.00000000003,2009,Third Party insurance,Petrol,5,Third Owner,Manual,2009,20.36,1197.0,82bhp@6000rpm,111.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
125,Petrol,Hatchback,52204,Manual,1,Maruti,Maruti Alto K10,2017,385000.0,2017,Third Party,Petrol,5,First Owner,Manual,2017,24.39,998.0,82bhp@6000rpm,89.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
126,Petrol,Hatchback,110000,Manual,3,Hyundai,Hyundai i20,2012,300000.0,2012,Third Party insurance,Petrol,5,Third Owner,Manual,2012,17.0,1197.0,82bhp@6000rpm,11.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
127,Diesel,SUV,89000,Automatic,1,Ford,Ford Endeavour,2017,2975000.0,2017,Third Party insurance,Diesel,7,First Owner,Automatic,2017,10.91,3198.0,82bhp@6000rpm,470.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
128,Petrol,Hatchback,29813,Manual,2,Maruti,Maruti Alto 800,2014,276000.0,2014,Comprehensive,Petrol,5,Second Owner,Manual,2014,22.05,796.0,82bhp@6000rpm,69.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
129,Petrol,Hatchback,30000,Manual,1,Ford,Ford Figo,2018,500000.0,2018,Third Party insurance,Petrol,5,First Owner,Manual,2018,18.16,1196.0,82bhp@6000rpm,112.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
130,Petrol,Hatchback,13345,Automatic,1,Maruti,Maruti Ignis,2020,730000.0,2020,Comprehensive,Petrol,5,First Owner,Automatic,2020,20.89,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
131,Diesel,SUV,17100,Automatic,1,Hyundai,Hyundai Alcazar,2022,2245000.0,2022,Comprehensive,Diesel,7,First Owner,Automatic,2022,18.1,1498.0,82bhp@6000rpm,250.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
132,Petrol,Hatchback,75000,Manual,1,Hyundai,Hyundai Grand i10,2014,399000.0,2014,Comprehensive,Petrol,5,First Owner,Manual,2014,18.9,1197.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
133,Petrol,Hatchback,75523,Manual,2,Hyundai,Hyundai i10,2011,312000.0,2011,Comprehensive,Petrol,5,Second Owner,Manual,2011,20.36,1197.0,82bhp@6000rpm,111.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
134,Diesel,SUV,47000,Manual,1,Mahindra,Mahindra XUV500,2015,1275000.0,2015,Comprehensive,Diesel,7,First Owner,Manual,2015,16.0,2179.0,82bhp@6000rpm,330.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
135,Diesel,SUV,36500,Manual,1,Tata,Tata Harrier,2022,1989999.9999999998,2022,Comprehensive,Diesel,5,First Owner,Manual,2022,16.35,1956.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
136,Petrol,MUV,28253,Manual,1,Renault,Renault Triber,2020,719000.0,2020,Comprehensive,Petrol,7,First Owner,Manual,2020,20.0,999.0,82bhp@6000rpm,96.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
137,Diesel,SUV,50000,Manual,1,Hyundai,Hyundai Creta,2016,1260000.0,2016,Third Party insurance,Diesel,5,First Owner,Manual,2016,19.67,1582.0,82bhp@6000rpm,259.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
138,Petrol,Hatchback,90000,Manual,2,Hyundai,Hyundai i10,2010,300000.0,2010,Third Party insurance,Petrol,5,Second Owner,Manual,2010,20.36,1197.0,82bhp@6000rpm,111.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
139,Diesel,SUV,70000,Automatic,2,BMW,BMW X5,2016,3981000.0,2016,Third Party insurance,Diesel,5,Second Owner,Automatic,2016,15.97,2993.0,82bhp@6000rpm,560.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
140,Petrol,Hatchback,52571,Manual,1,Hyundai,Hyundai i20,2016,627000.0,2016,Comprehensive,Petrol,5,First Owner,Manual,2016,18.6,1197.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
141,Diesel,Sedan,70000,Automatic,2,BMW,BMW 3 Series,2010,1300000.0,2010,Third Party insurance,Diesel,5,Second Owner,Automatic,2010,16.07,1995.0,82bhp@6000rpm,380.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
142,Petrol,Sedan,61993,Manual,1,Honda,Honda City,2015,672000.0,2015,Comprehensive,Petrol,5,First Owner,Manual,2015,17.4,1497.0,82bhp@6000rpm,145.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
143,Diesel,SUV,57000,Automatic,1,Hyundai,Hyundai Tucson,2017,1825000.0,2017,Comprehensive,Diesel,5,First Owner,Automatic,2017,16.38,1995.0,82bhp@6000rpm,400.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
144,Diesel,SUV,80000,Manual,2,Toyota,Toyota Fortuner,2021,3500000.0,2021,Third Party insurance,Diesel,7,Second Owner,Manual,2021,14.24,2755.0,82bhp@6000rpm,420.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
145,Petrol,Hatchback,36359,Manual,1,Hyundai,Hyundai i20,2013,440000.00000000006,2013,Comprehensive,Petrol,5,First Owner,Manual,2013,18.5,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
146,Diesel,SUV,70000,Manual,2,Tata,Tata Harrier,2019,1460000.0,2019,Third Party insurance,Diesel,5,Second Owner,Manual,2019,17.0,1956.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
147,Petrol,SUV,7500,Automatic,1,MG,MG Hector,2022,2041000.0,2022,Comprehensive,Petrol,5,First Owner,Automatic,2022,18.9,1451.0,82bhp@6000rpm,250.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
148,Petrol,Sedan,30301,Automatic,1,Hyundai,Hyundai Verna,2017,1033000.0,2017,Comprehensive,Petrol,5,First Owner,Automatic,2017,17.0,1591.0,82bhp@6000rpm,151.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
149,Petrol,Hatchback,66000,Manual,1,Hyundai,Hyundai i10,2010,275000.0,2010,Comprehensive,Petrol,5,First Owner,Manual,2010,20.36,1197.0,82bhp@6000rpm,111.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
150,Petrol,Hatchback,56010,Manual,1,Hyundai,Hyundai i20,2017,676000.0,2017,Comprehensive,Petrol,5,First Owner,Manual,2017,18.6,1197.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
151,Diesel,SUV,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,4290000.0,2017,Comprehensive,Diesel,5,First Owner,Automatic,2017,17.9,2143.0,82bhp@6000rpm,400.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
152,Diesel,SUV,60000,Manual,2,Nissan,Nissan Terrano,2014,650000.0,2014,Third Party insurance,Diesel,5,Second Owner,Manual,2014,19.01,1461.0,82bhp@6000rpm,248.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
153,Diesel,Hatchback,83829,Manual,1,Maruti,Maruti Swift,2014,444000.00000000006,2014,Third Party insurance,Diesel,5,First Owner,Manual,2014,25.2,1248.0,82bhp@6000rpm,190.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
